O.S;;Código;Descrição;Código;Descrição;Código;Descrição;;;Código;Descrição;;Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;;Descrição da O.S
165504686;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100779;Case Puma 230 4x4;1232;3;Trator de Pneu;;;16/06/2025 06:00;16/06/2025 07:00;;0;"A_SS_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar lanterna traseira L/E e L/D,terminal da meia luz esta danificado.  8132574_1  8132573_1              ENTREGAR PARA RAFAEL ELETRECISTA (SOMBRA) !!!

"
165504698;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;163513;Case Puma 230 4x4;1232;3;Trator de Pneu;;;16/06/2025 06:00;16/06/2025 07:00;;1.218,95;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema admissao - Instalar vedação de proteção da mangueira do intercooler L/E do motor diesel, esta sem e esfregando a mangueira proximo a entrada do radiador.      8189971_01

"
165504921;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98295;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;16/06/2025 06:00;16/06/2025 07:00;;0;"A_SS_P_MEC_2,00_1,00 - Inspeção realizada no sistema de suspensão. Trocar ``bexigão de ar´´ do 3° eixo L/D, esta furado.    8174213_1     f-206
"
165504927;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;81506;John Deere CH570 1L Colhe;1219;11;Colhedora;;;16/06/2025 06:00;16/06/2025 07:00;;0;"A_OT_P_MEC_1,00_1,00 - Trocar filtros do tanque hidraulico, esta com as hastes quebradas.   8192557_3                                                                                         PEDIDO SOLICITADO PELA GESTORA MAYARA DA PREVENTIVA!!!MATERIAL VEIO INCORRETO E ESTÁ SENDO COMPRADO NOVAMENTE 
"
165505239;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98372;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;17/06/2025 06:00;17/06/2025 07:00;;0;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar alavanca do freio motor, esta danificada.       8123181_1      F-207                  ENTREGAR PARA GANSINHO ELETRECISTA!!!
"
165505241;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98366;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;17/06/2025 06:00;17/06/2025 07:00;;0;"A_SS_S_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir painel, marcador de combustivel não esta marcando.                             (JA FOI REALIZADA A TROCA DA BÓIA DO TANQUE POR UMA ORIGINAL E A PENDÊNCIA CONTINUA)                        F-205
"
165505783;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98422;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_SS_P_MEC_2,00_2 - Inspeção realizada no eixo dianteiro, trocar bucha dos braços da barra de estabilização do eixo dianteiro, está com fadiga 8122223_4; 8127170_2 (P5) Material disponível na sala de Aprovisionamento
"
165505813;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165505814;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98392;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTALMaterial disponível na sala de aprovisionamento 
"
165505815;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165505887;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_OT_P_MEC -1,00_2 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  

"
165505899;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98392;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"M_SS_P_MEC - 2,00_2 - Inspeção realizada no eixo direcional, trocar rolamento do articulador do 1° eixo direcional LE, está com folga no rolamento. 8177681_1Material disponível na sala de aprovisionamento 
"
165505956;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98370;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 07:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar cilindro que ergue cabine, esta vazando pelo reparo.    8183885_1                    F-205
"
165505960;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção, está rasgada 8191518_2; 8191527_2; 8174974_2
"
165506005;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98422;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_OT_P_MEC -1,00_2 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  Material disponivel na sala de aprovisionamento 

"
165506016;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98292;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 07:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de suspensão. Instalar haste niveladora L/E, esta faltando.      8185854_1      F-205
"
165506021;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;328,95;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de combustivel. Trocar tampa do tanque diesel, esta vazando pela vedação.       8174879_1 
"
165506042;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;123905;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;18/06/2025 06:00;18/06/2025 06:01;;0;"A_VC_P_MEC_2_2,00 - Inspeção realizada na estrutura, trocar cilindro de levante dianteiro, está com vazamento crítico 3011530_1 NECESSÁRIO CAMINHÃO MUNCK
"
165506064;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98406;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;18/06/2025 06:00;18/06/2025 06:01;;0;"M_OT_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar barra de direção pequena LE, está com terminal folgado. 8154448_1
"
165506329;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;20/06/2025 06:00;20/06/2025 06:01;;0;"A_SS_P_ELE_1_1,00 - Inspeção realizada no sistema eletrico, trocar chave de partida, está com defeito e está com paliativo com interruptor no painel 8142336_1 NÃO PROGRAMAR, DISPONIBILIZAR A PEÇA PARA O TÉCNICO RAFAEL DOMINGUES (PODRE)
 Material disponível na sala de Aprovisionamento 
"
165506332;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98396;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;20/06/2025 06:00;20/06/2025 06:01;;0;"M_SS_P_MEC_1_1,,00 - Inspeção realizada no eixo dianteiro, trocar terminal de 90° LD do 1° eixo, está com folga 8153948_1
"
165506333;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;20/06/2025 06:00;20/06/2025 06:01;;0;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema da suspenção. Colocar  a algema na mola do 2° eixo direcional L/E e L/D.     8177610_4. USAR PARAFUSO DO CAMINHÃO OFICINA 
"
165506867;Programada;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100827;Case Puma 140 4x4;1409;3;Trator de Pneu;;;20/06/2025 07:35;20/06/2025 08:00;;0;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação. Trocar bomba e copinho do filtro de alimentação com mangueiras. 8110701_1(P5); 8178177_1(P5); 8172892_1(P5); 8138540_1(P5); 8151541_1(P5); 8161693_1(P5); 8141559_3(P5); 8161676_1(P5); 8122364_1(P5); 8150822_1(P5); 8151542_1.(P5)  Material disponível na sala de aprovisionamento 

"
165506869;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;50956;Case Puma 230 4x4;1232;3;Trator de Pneu;;;20/06/2025 07:46;20/06/2025 08:00;;0;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação. Trocar copinho do filtro de alimentação com mangueiras. 8138540_1(P5); 8151541_1(P5); 8161693_1(P5); 8141559_3(P5); 8161676_1(P5); 8122364_1; 8150822_1(P5); 8151542_1(P5).

"
165506870;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;512042;Case Puma 200 4x4;1679;3;Trator de Pneu;;;20/06/2025 07:55;20/06/2025 08:00;;0;"A_SS_P_MEC_1,00_1- Inspeção realizada no sistema de alimentação. Trocar copinho do filtro de alimentação com mangueiras. 8138540_1(P5); 8151541_1(P5); 8161693_1(P5); 8141559_3(P5); 8161676_1(P5); 8122364_1(P5); 8150822_1(P5); 8151542_1(P5)Material disponível na sala de aprovisionamento 
"
165507493;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100777;Case Puma 230 4x4;1232;3;Trator de Pneu;;;21/06/2025 06:00;21/06/2025 07:00;;0;"A_SS_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir chicote do motor, esta sem a capa de proteção dos fios (item de estoque do carro frota do eletrecista)
"
165508272;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;71893;Case Puma 140 4x4;1409;3;Trator de Pneu;;;23/06/2025 09:23;23/06/2025 10:00;;0;"A_OT_P_MEC_20,00_2- Inspeção realizada no sistema da trasnsmissão.Trator não está engatando, será necessário abrir para verificação do sistema de transmissão e verificar a caixa de mudanças.
"
165508586;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11001;OFICINA FIXA;Interna;Equipamento;106657;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;23/06/2025 10:16;23/06/2025 10:30;;0;"A_OT_P_MEC_4,00_1- Inspeção realizado no sistema de alimentação. Trocar bomba injetora 8125649_1; Anéis de vedação do bicos 8001569_6; Bicos injetores 8115410_6; Bóia 8125657_1.
"
165508755;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;139520;John Deere CH570 1L Colhe;1219;11;Colhedora;;;23/06/2025 06:00;23/06/2025 15:00;;0;"B_OT_P_MEC_2,00_1,00 - Inspeção realizada no sistema cabine. Trocar vidro traseiro. Vidro trincado.   8131373_01; 6004658_4 AGUARDAR O TEMPO DE CURA DO ADESIVO

"
165508833;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"A_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165508837;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"M_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminal 90° do conjunto de terminal de direção  do 1° eixo dianteiro LD, está com folga 8178943_1
"
165508841;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98394;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"M_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminais  90° da barra ( SUPERIOR CURTA LADO ESQUERDO ) de direção  do 1° eixo dianteiro LE, está com folga 8177862_1; 8178943
"
165508842;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada no eixo dianteiro, trocar conjunto de terminal de direção LD, está com folga 8153948_1
"
165508848;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"M_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminais  90° da barra ( SUPERIOR CURTA LADO ESQUERDO ) de direção  do 1° eixo dianteiro LE, está com folga 8177862_1; 8178943
"
165508850;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"M_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminal 90° do conjunto de terminal de direção  do 1° eixo dianteiro LE, está com folga 8177862_1

"
165508856;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98297;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"A_OT_P_MEC_2_6,00 - Inspeção realizada no eixo dianteiro, trocar buchas dos jumelos do 2° eixo dianteiro LE e LD e suporte LD,  3° mola L/E e colocar algema do molejo  , estão com fadigas 8155513_4(P5); 8186852_6(P5); 8174985_1(P5); 8155449_4(P5); 8155450_4(P5)  8186758_1(P5); 8177610_2(P5); 8128986_4; 8129020_8(P5)
"
165508861;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101497;John Deere CH670 2L Colhe;1191;11;Colhedora;;;24/06/2025 06:00;24/06/2025 10:00;;0;"A_OT_P_MEC_4,00_2,00 - Inspeção realizada no sistema de rodante. Trocar jogo de roletes completo e roda motriz.        8060426_16   8061002_2  3007163_2            
"
165508882;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100814;Case Puma 230 4x4;1232;3;Trator de Pneu;;;24/06/2025 06:00;24/06/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar a cavilha superior LD ( que possui o sensor ), está sem o condutor de lubrificação  8145141_1(P5); 8162309_1(P5); 8109845_1(P5); 8167849_1(P5); 8150941_1; 8185733_1(P5); 8109844_1(P5)
"
165508887;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100814;Case Puma 230 4x4;1232;3;Trator de Pneu;;;24/06/2025 06:00;24/06/2025 06:01;;0;"B_OT_P_MEC_2_2,00 - Inspeção realizada no sistema da cabine. Trocar o coxim traseiro L/E e L/D.8023493_2. MATERIAL DISPONIVEL SALA DE APROVISIONAMENTO  RETIRADO MAIARA FERNADA 
"
165509013;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;24/06/2025 11:53;24/06/2025 12:00;;0;"A_SS_P_MEC_2,00_1- Inspeção realizada no sistema chassi. Trocar barra de tração com desgaste e igrejinha. 8138840_1; 8138922_2; 8138933_1; 8138902_1; 8138373_4; 8138934_1; 8138935_1; 8138936_4
"
165509014;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;24/06/2025 12:14;24/06/2025 12:30;;0;"M_OT_P_MEC_2,00_1- Inspeção realizada no sistema do chassi. Trocar grade frontal danificada.  8162699_9; 8138354_1; 8137622_3; 8137623_18137624_18137066_1; 8137625_1; 8144550_1; 8137626_1; 8137090_1; 8137627_1; 8137607_1; 8137628_1; 8110861_8; 8137629_2; 8137608_1; 8137630_1; 8137609_1.
"
165509016;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;10802160;Case Puma 215 4x4 ;1274;3;Trator de Pneu;;;24/06/2025 12:45;24/06/2025 13:00;;0;"A_OT_P_MEC_0,10_1- Inspeção realizada no sistema elétrico. Trocar a tampa da bateria.8127959_1.
"
165509034;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102780;John Deere 8270R 4X4;784;3;Trator de Pneu;;;24/06/2025 13:46;24/06/2025 14:00;;0;"A_OT_P_MEC_1,00_1- Inspeção realizada no sistema da cabine. Trocar borracha de vedação da porta. 8140498_1
"
165509062;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106611;John Deere 6110J;951;3;Trator de Pneu;;;24/06/2025 14:39;24/06/2025 15:00;;0;"A_OT_P_MEC_1,00_1- Inspeção realizada no sistema da direção. Trocar terminais da direção L/E e L/D. 8174247_2.
"
165509103;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98410;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165509111;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98410;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"M_SS_P_MEC - 2,00_2 - Inspeção realizada no eixo direcional, trocar rolamento do articulador do 1° eixo direcional LE, está com folga no rolamento. 8177681_1

"
165509117;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98410;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;24/06/2025 06:00;24/06/2025 06:01;;0;"M_SS_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar terminal 90° do conjunto de terminal de direção  do 1° eixo dianteiro LD, está com folga 8178943_1
"
165509118;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100816;Case Puma 230 4x4;1232;3;Trator de Pneu;;;24/06/2025 06:00;24/06/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar a cavilha superior LD ( que possui o sensor ), está sem o condutor de lubrificação  8145141_1; 8162309_1; 8109845_1; 8167849_1; 8150941_1; 8185733_1; 8109844_1
"
165509121;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100816;Case Puma 230 4x4;1232;3;Trator de Pneu;;;24/06/2025 06:00;24/06/2025 06:01;;0;"A_TR_P_MEC_1_0,30 - Inspeção realizada no eixo dianteiro, colocar respiro no cubo LE, esta quebrado .8138133_1 FRENTE 207
"
